season,n,position,n_adp,k,rho_model,top_model,pts_top_model,rho_model_no_bonus,top_model_no_bonus,pts_top_model_no_bonus,rho_b2_prior_points,top_b2_prior_points,pts_top_b2_prior_points,rho_b3_wavg_ppg,top_b3_wavg_ppg,pts_top_b3_wavg_ppg,rho_b1_adp,mae_games_x,bias_games_x,mae_naive_games,mae_carries,bias_carries,mae_naive_carries,mae_rush_yards,bias_rush_yards,mae_naive_rush_yards,mae_rush_tds,bias_rush_tds,mae_naive_rush_tds,mae_targets,bias_targets,mae_naive_targets,mae_receptions,bias_receptions,mae_naive_receptions,mae_rec_yards,bias_rec_yards,mae_naive_rec_yards,bonus_actual_rec,bonus_actual_rush,bonus_actual_pass,bonus_pred_total,bonus_actual_total,top_b1_adp,pts_top_b1_adp,adpsub_rho_model,adpsub_top_model,adpsub_pts_top_model,adpsub_rho_model_no_bonus,adpsub_top_model_no_bonus,adpsub_pts_top_model_no_bonus,adpsub_rho_b2_prior_points,adpsub_top_b2_prior_points,adpsub_pts_top_b2_prior_points,adpsub_rho_b3_wavg_ppg,adpsub_top_b3_wavg_ppg,adpsub_pts_top_b3_wavg_ppg,adpsub_rho_b1_adp,adpsub_top_b1_adp,adpsub_pts_top_b1_adp,arm,mae_games_y,bias_games_y,n_returning,mae_games_returning,bias_games_returning,rho_returning,mae_attempts,bias_attempts,mae_naive_attempts,mae_pass_yards,bias_pass_yards,mae_naive_pass_yards,mae_pass_tds,bias_pass_tds,mae_naive_pass_tds,mae_interceptions,bias_interceptions,mae_naive_interceptions,mae_rec_tds,bias_rec_tds,mae_naive_rec_tds
2017,214,WR,0,30,0.6822452220644697,0.5333333333333333,139.1533333333333,0.6818926299490699,0.5333333333333333,139.1533333333333,0.6126577171853311,0.5333333333333333,142.77466666666666,0.4728172396371664,0.5666666666666667,137.34133333333335,,4.230615785732502,0.37660778762386343,4.892523364485982,,,,,,,,,,24.59964659136202,2.4459028631146054,27.64485981308411,15.011658494805273,1.7468563204624636,16.66822429906542,200.88278111479514,21.56104138433683,220.1822429906542,153.0,0.0,0.0,197.20898345917325,153.0,,,,,,,,,,,,,,,,,,A,4.230615785732502,0.37660778762386343,47,2.88754774100138,-0.04335008435506107,0.3852239453004573,,,,,,,,,,,,,1.5587403786303966,0.20592815839449788,1.7009345794392523
2018,201,WR,46,30,0.7240372610096523,0.5666666666666667,183.35066666666668,0.7236908363321314,0.5666666666666667,184.63733333333332,0.5624931029814099,0.5333333333333333,175.76733333333334,0.4855320065146505,0.6333333333333333,181.95533333333336,0.6311081380111779,4.179316340461107,-0.16237726689211243,4.890547263681592,,,,,,,,,,23.135580500235182,-3.6070155937582657,27.756218905472636,15.21182043636598,-3.849305253630984,17.587064676616915,199.01405432479382,-49.52709561079997,232.49253731343285,212.5,0.0,0.0,153.95854639055875,212.5,0.7333333333333333,178.05266666666665,0.6571895528734387,0.7666666666666667,180.74533333333332,0.6547226251224123,0.7666666666666667,180.74533333333332,0.5873930505879397,0.7,173.56066666666666,0.6152994683791683,0.7333333333333333,176.18866666666665,0.6311081380111779,0.7333333333333333,178.05266666666665,A,4.179316340461107,-0.16237726689211243,39,3.2928142957502224,-0.3803094053668961,0.5900134917037548,,,,,,,,,,,,,1.5777312368624985,-0.5279574623552792,1.8606965174129353
2019,201,WR,53,30,0.7247375077045216,0.6,154.87133333333333,0.7248496961732065,0.6,154.87133333333335,0.6224867951115829,0.6,164.85066666666668,0.4699505616920104,0.5333333333333333,145.28400000000002,0.5413339943921042,4.289347178002537,0.3647175030766988,4.781094527363184,,,,,,,,,,26.277951796048757,0.35631224300662095,28.154228855721392,16.379024742408927,-0.24707526283429873,17.73134328358209,220.6691886254842,-12.867683709213718,234.75124378109453,219.5,0.0,0.0,178.78433716845143,219.5,0.7333333333333333,170.76866666666666,0.5513626834381551,0.7,173.102,0.5518464763747782,0.7,170.962,0.4656639475268808,0.6666666666666666,163.44466666666662,0.45050204552912304,0.7333333333333333,169.398,0.5413339943921042,0.7333333333333333,170.76866666666666,A,4.289347178002537,0.3647175030766988,35,3.5785550857396045,0.7125222271823339,0.42095969237009023,,,,,,,,,,,,,1.55373898059809,-0.06808059915165623,1.800995024875622
2020,208,WR,57,30,0.7716734319332742,0.6,172.7106666666667,0.7710471797792439,0.6,172.7106666666667,0.568163289649289,0.5333333333333333,165.5546666666667,0.4539749042269589,0.5666666666666667,168.56133333333338,0.4064186879309588,4.0226536818366165,0.18023013663162754,4.918269230769231,,,,,,,,,,22.82232175519755,-0.7092700375515213,28.451923076923077,15.631300091995907,-2.4060543891472115,18.014423076923077,190.69413792091424,-21.779040110441823,231.66826923076923,217.5,1.0,0.0,195.81111941479384,218.5,0.6666666666666666,177.774,0.41923774954627957,0.7,174.24066666666667,0.4185895773917553,0.7,174.24066666666667,0.21412364928083502,0.6666666666666666,171.874,0.41014678913033376,0.7333333333333333,176.51400000000007,0.4064186879309588,0.6666666666666666,177.774,A,4.0226536818366165,0.18023013663162754,41,3.1000587975693943,0.6811983938772458,0.3299388182143901,,,,,,,,,,,,,1.6843147529274878,-0.23928552468333558,1.8269230769230769
2021,217,WR,64,30,0.7103539176436047,0.6333333333333333,172.44799999999995,0.7102140401625862,0.6333333333333333,171.328,0.5860566231530691,0.5666666666666667,162.44333333333333,0.49151901042485496,0.6333333333333333,172.19133333333335,0.5226580656036864,4.249443174690831,-0.29435008976761945,5.009216589861751,,,,,,,,,,23.43911421092942,0.476769063044196,27.4147465437788,15.610391616387215,0.10284561864988952,18.433179723502302,200.59620982374378,12.110725672932425,234.29032258064515,188.0,0.0,0.0,231.53751915635198,188.0,0.7,175.352,0.44544923823017124,0.6666666666666666,173.28133333333335,0.44160304035677506,0.6666666666666666,171.50799999999998,0.3123346906402041,0.6333333333333333,168.47666666666666,0.28867209370538155,0.7,172.19133333333335,0.5226580656036864,0.7,175.352,A,4.249443174690831,-0.29435008976761945,46,4.613796720550596,-1.674418559123624,0.3296705738968559,,,,,,,,,,,,,1.5798733483985419,0.09333888470461627,1.7880184331797235
2022,213,WR,43,30,0.7214976390040421,0.7333333333333333,185.69666666666666,0.721296322173331,0.7333333333333333,185.69666666666666,0.5678010491630514,0.7333333333333333,190.642,0.46697010763092667,0.6333333333333333,178.0553333333333,0.49103131421716445,4.417239076821519,-0.06957053409683393,5.089201877934272,,,,,,,,,,23.310334253370367,0.6338457430716445,28.31924882629108,15.127911998628782,0.05210846434010058,18.1924882629108,198.73861583708944,4.3133535295257595,230.0,199.0,0.0,0.0,209.33578358546126,199.0,0.7666666666666667,185.2853333333333,0.7405142150480925,0.8333333333333334,190.84533333333331,0.7382489528423779,0.8333333333333334,190.84533333333331,0.5797409586929249,0.8333333333333334,192.03200000000004,0.5385806860229227,0.8,187.30200000000002,0.49103131421716445,0.7666666666666667,185.2853333333333,A,4.417239076821519,-0.06957053409683393,35,3.9410355898435814,-0.7264495114810577,0.4555448432950539,,,,,,,,,,,,,1.4037443602569297,0.24126817332099512,1.7511737089201878
2023,206,WR,67,30,0.7734704096249978,0.6,187.13866666666664,0.7734503227408482,0.6,187.13866666666664,0.6175143528303332,0.6333333333333333,185.1786666666667,0.5302542005998704,0.7333333333333333,198.838,0.580440115864124,4.270579569420241,-0.7792915996677082,5.092233009708738,,,,,,,,,,21.31183220235926,-2.0474827456807496,24.606796116504853,14.221688969944264,-1.4375929685524862,16.325242718446603,182.60438739061541,-21.196740456016972,203.32038834951456,221.0,0.0,0.0,187.1186389603975,221.0,0.6,181.31066666666666,0.6055811076714882,0.7,188.1153333333333,0.6014306951242653,0.7,188.1153333333333,0.597234225811091,0.7,183.5886666666667,0.6899876639818693,0.8,202.40466666666666,0.580440115864124,0.6,181.31066666666666,A,4.270579569420241,-0.7792915996677082,42,3.812815049287905,-0.24893709924667556,0.3227171311689187,,,,,,,,,,,,,1.494484612502581,-0.03938014735729905,1.7233009708737863
2024,210,WR,61,30,0.7953513893710871,0.6333333333333333,172.77599999999998,0.7952332697837087,0.6333333333333333,172.77599999999998,0.6278513562400171,0.5666666666666667,165.37933333333336,0.5114336769533842,0.5333333333333333,163.8793333333333,0.3735933939495747,4.0096453846871505,0.02367708675567181,4.976190476190476,,,,,,,,,,21.033227404565878,1.1683393335072247,27.547619047619047,13.967664840998546,0.2722325816072495,17.457142857142856,178.4680955776511,6.998655069757733,228.84285714285716,179.0,0.0,0.0,203.37675319932356,179.0,0.6,167.2793333333333,0.4818678195532108,0.7,176.886,0.4860191171645944,0.7,176.886,0.2310105048256084,0.6,165.3793333333333,0.2519614866045354,0.5666666666666667,163.8793333333333,0.3735933939495747,0.6,167.2793333333333,A,4.0096453846871505,0.02367708675567181,29,2.991683852519391,0.7714644649555116,0.24154017955954732,,,,,,,,,,,,,1.62617270012134,-0.22201494552784107,1.957142857142857
2014,200,WR,0,30,0.7057864225982119,0.5666666666666667,169.96666666666667,0.7056758866486764,0.5666666666666667,169.96666666666667,0.5344157156650918,0.4666666666666667,161.10333333333332,0.4746354299631631,0.5666666666666667,173.8233333333333,,4.468776119373898,-0.28195110724374645,4.715,,,,,,,,,,28.349615152289683,-0.8782309518266277,34.69,17.218453682150077,-1.5585328460815882,20.25,233.49610140701702,-15.970362466128135,274.97,241.5,0.0,0.0,249.18532275094003,241.5,,,,,,,,,,,,,,,,,,B,4.468776119373898,-0.28195110724374645,40,3.7735232341254146,0.15305060396067627,0.40821047525377024,,,,,,,,,,,,,1.8162108195052935,-0.08755295877315249,2.235
2015,199,WR,0,30,0.7309772402926309,0.6,166.15866666666662,0.7306184130764486,0.6,166.15866666666662,0.643600770645367,0.5,157.57333333333332,0.5369290766302856,0.5333333333333333,161.87333333333336,,4.058928527668028,0.6291708651428929,4.351758793969849,,,,,,,,,,24.821420465872254,0.9328471333162581,28.71356783919598,15.28943151192018,0.5080058437526456,17.386934673366834,206.12526125604313,1.7538211729995143,232.5175879396985,228.0,0.0,0.0,234.35659925197325,228.0,,,,,,,,,,,,,,,,,,B,4.058928527668028,0.6291708651428929,38,3.619432566558309,1.798973254474765,0.17252014494364112,,,,,,,,,,,,,1.7980581471138857,-0.17234527442721528,1.9698492462311559
2016,202,WR,0,30,0.691899177417739,0.5666666666666667,148.12666666666667,0.6913282018629521,0.5666666666666667,147.3666666666667,0.5459416301573978,0.5666666666666667,150.02666666666667,0.4944151292238921,0.7,167.79,,4.495355685737731,0.056914995002470846,5.01980198019802,,,,,,,,,,25.639317582274387,-1.1363428627037724,29.35148514851485,16.17475682213993,-1.0056551634959572,18.50990099009901,217.94487971633117,-5.684820306412133,250.0049504950495,193.5,2.5,0.0,215.4775806420738,196.0,,,,,,,,,,,,,,,,,,B,4.495355685737731,0.056914995002470846,35,2.943408451766079,-0.8166893661280886,0.54003049821107,,,,,,,,,,,,,1.6138408557178334,-0.01339236235480752,2.123762376237624
2017,214,WR,0,30,0.6776298122210728,0.5333333333333333,138.63333333333333,0.6773773376951668,0.5333333333333333,138.63333333333333,0.6126577171853311,0.5333333333333333,142.77466666666666,0.4728172396371664,0.5666666666666667,137.34133333333335,,4.206832261551589,0.3945435927931703,4.892523364485982,,,,,,,,,,24.754155654305016,2.6013783850059844,27.64485981308411,15.088545668887985,1.839761696285522,16.66822429906542,203.14191564031358,22.749366734774497,220.1822429906542,153.0,0.0,0.0,198.18953092264522,153.0,,,,,,,,,,,,,,,,,,B,4.206832261551589,0.3945435927931703,47,2.8127403716517314,-0.189478175710283,0.37096664542868685,,,,,,,,,,,,,1.5763670110957417,0.2140186864076137,1.7009345794392523
2018,201,WR,46,30,0.7342174129416944,0.5333333333333333,181.38799999999998,0.7343425737962423,0.5333333333333333,181.38799999999998,0.5624931029814099,0.5333333333333333,175.76733333333334,0.4855320065146505,0.6333333333333333,181.95533333333336,0.6311081380111779,4.111659089978567,-0.1470710769050613,4.890547263681592,,,,,,,,,,22.912200318876646,-3.4074814025382834,27.756218905472636,15.044510557972135,-3.7255356194446283,17.587064676616915,196.35544453966375,-48.01365192235054,232.49253731343285,212.5,0.0,0.0,155.0744209677186,212.5,0.7333333333333333,178.05266666666665,0.6584846899427277,0.7666666666666667,180.74533333333332,0.654784298316188,0.7666666666666667,180.74533333333332,0.5873930505879397,0.7,173.56066666666666,0.6152994683791683,0.7333333333333333,176.18866666666665,0.6311081380111779,0.7333333333333333,178.05266666666665,B,4.111659089978567,-0.1470710769050613,39,3.343352552743355,-0.5564317186471898,0.5782278329513245,,,,,,,,,,,,,1.5561539916629668,-0.5181334228995395,1.8606965174129353
2019,201,WR,53,30,0.7145575260560527,0.6,154.87133333333333,0.7145298529004438,0.6,154.87133333333333,0.6224867951115829,0.6,164.85066666666668,0.4699505616920104,0.5333333333333333,145.28400000000002,0.5413339943921042,4.313434566254604,0.3994669659926703,4.781094527363184,,,,,,,,,,26.235874794136443,0.5854765507240891,28.154228855721392,16.353682673830505,-0.1254948240851233,17.73134328358209,221.22827975933288,-11.147289644297725,234.75124378109453,219.5,0.0,0.0,179.4451979487585,219.5,0.7333333333333333,170.76866666666666,0.5337848734075149,0.7333333333333333,175.542,0.5333010804708918,0.7333333333333333,175.542,0.4656639475268808,0.6666666666666666,163.44466666666662,0.45050204552912304,0.7333333333333333,169.398,0.5413339943921042,0.7333333333333333,170.76866666666666,B,4.313434566254604,0.3994669659926703,35,3.472783749445489,0.5079490640605472,0.4282044696844306,,,,,,,,,,,,,1.5552458173213197,-0.05726231270472357,1.800995024875622
2020,208,WR,57,30,0.7775604718268669,0.5666666666666667,168.44400000000002,0.7770744354403697,0.5666666666666667,168.44400000000002,0.568163289649289,0.5333333333333333,165.5546666666667,0.4539749042269589,0.5666666666666667,168.56133333333338,0.4064186879309588,3.892356458968611,0.22612782021036845,4.918269230769231,,,,,,,,,,21.970618864586324,-0.12461471588393253,28.451923076923077,15.159174561526523,-2.03409193580368,18.014423076923077,184.6369218418057,-16.71267292557698,231.66826923076923,217.5,1.0,0.0,200.31238686150573,218.5,0.6666666666666666,177.774,0.44425719471091524,0.7,174.24066666666667,0.44743323826808407,0.7,174.24066666666667,0.21412364928083502,0.6666666666666666,171.874,0.41014678913033376,0.7333333333333333,176.51400000000007,0.4064186879309588,0.6666666666666666,177.774,B,3.892356458968611,0.22612782021036845,41,2.536575676412507,0.68828701971293,0.44400602535302575,,,,,,,,,,,,,1.657331757701898,-0.20908436578635342,1.8269230769230769
2021,217,WR,64,30,0.7074560339651235,0.6,159.57666666666668,0.7075953212457999,0.6,159.57666666666668,0.5860566231530691,0.5666666666666667,162.44333333333333,0.49151901042485496,0.6333333333333333,172.19133333333335,0.5226580656036864,4.209965738156252,-0.3091761948401808,5.009216589861751,,,,,,,,,,23.41399407792013,0.7278811755987218,27.4147465437788,15.596173825152002,0.2743941192463156,18.433179723502302,201.21255697038671,14.624862354986782,234.29032258064515,188.0,0.0,0.0,235.01784789912685,188.0,0.7,175.352,0.40840668966377264,0.6333333333333333,158.49466666666666,0.40840668966377264,0.6333333333333333,158.49466666666666,0.3123346906402041,0.6333333333333333,168.47666666666666,0.28867209370538155,0.7,172.19133333333335,0.5226580656036864,0.7,175.352,B,4.209965738156252,-0.3091761948401808,46,4.422348703738211,-1.8367141459401377,0.400088262337965,,,,,,,,,,,,,1.5996875583229577,0.106795713047337,1.7880184331797235
2022,213,WR,43,30,0.7185191502415972,0.7333333333333333,184.44000000000003,0.7188411321292252,0.7333333333333333,185.44333333333333,0.5678010491630514,0.7333333333333333,190.642,0.46697010763092667,0.6333333333333333,178.0553333333333,0.49103131421716445,4.440749288499567,-0.11680501539735956,5.089201877934272,,,,,,,,,,23.705003603591305,0.5173859844501492,28.31924882629108,15.266146451508703,-0.018594123915323495,18.1924882629108,200.81497246002175,3.275245943109292,230.0,199.0,0.0,0.0,208.8875632827825,199.0,0.7666666666666667,185.2853333333333,0.7128025073981843,0.8333333333333334,190.84533333333334,0.7104617364522792,0.8333333333333334,190.84533333333334,0.5797409586929249,0.8333333333333334,192.03200000000004,0.5385806860229227,0.8,187.30200000000002,0.49103131421716445,0.7666666666666667,185.2853333333333,B,4.440749288499567,-0.11680501539735956,35,3.851171786751037,-0.978980260688645,0.44482431321751004,,,,,,,,,,,,,1.4100254633904759,0.23467667966419456,1.7511737089201878
2023,206,WR,67,30,0.7800228092239537,0.6333333333333333,187.182,0.7798600373703467,0.6333333333333333,187.182,0.6175143528303332,0.6333333333333333,185.1786666666667,0.5302542005998704,0.7333333333333333,198.838,0.580440115864124,4.179164603813796,-0.7398024099362915,5.092233009708738,,,,,,,,,,20.986095692535123,-1.6125489710822083,24.606796116504853,13.994331368288083,-1.159055497036862,16.325242718446603,182.27355947271994,-17.849084648613903,203.32038834951456,221.0,0.0,0.0,189.0110640528324,221.0,0.6,181.31066666666666,0.6195887500183657,0.7,186.39533333333335,0.6222625734862881,0.7,186.39533333333335,0.597234225811091,0.7,183.5886666666667,0.6899876639818693,0.8,202.40466666666666,0.580440115864124,0.6,181.31066666666666,B,4.179164603813796,-0.7398024099362915,42,3.673586476060654,-0.5127192086622079,0.39634072884346944,,,,,,,,,,,,,1.5024980702270792,-0.0202045675699458,1.7233009708737863
2024,210,WR,61,30,0.7947673173782492,0.6666666666666666,174.07933333333332,0.7945460878748168,0.6666666666666666,174.07933333333332,0.6278513562400171,0.5666666666666667,165.37933333333336,0.5114336769533842,0.5333333333333333,163.8793333333333,0.3735933939495747,3.9826324959404973,0.006734661680979078,4.976190476190476,,,,,,,,,,20.98456305794956,1.2455066071705823,27.547619047619047,13.94574741063971,0.3222015600531754,17.457142857142856,177.389452154862,7.484796424205625,228.84285714285716,179.0,0.0,0.0,203.4544738891064,179.0,0.6,167.2793333333333,0.4780073771884847,0.7,175.41266666666667,0.4789063843145168,0.7,175.41266666666667,0.2310105048256084,0.6,165.3793333333333,0.2519614866045354,0.5666666666666667,163.8793333333333,0.3735933939495747,0.6,167.2793333333333,B,3.9826324959404973,0.006734661680979078,29,2.9966368102334338,0.6758067680798061,0.2522936807043217,,,,,,,,,,,,,1.6226426765859978,-0.219235240553489,1.957142857142857
2014,200,WR,0,30,0.708461998253402,0.5666666666666667,174.69999999999996,0.7086951836811887,0.5666666666666667,174.69999999999996,0.5344157156650918,0.4666666666666667,161.10333333333332,0.4746354299631631,0.5666666666666667,173.8233333333333,,4.404458874893317,-0.16106252834308768,4.715,,,,,,,,,,27.89231599552677,-0.26505400246503086,34.69,16.958640051927638,-1.2079625422297284,20.25,229.85469195757622,-10.973574130263069,274.97,241.5,0.0,0.0,253.69769921960076,241.5,,,,,,,,,,,,,,,,,,C,4.404458874893317,-0.16106252834308768,40,3.901320558396774,0.33435135013835937,0.4097499239348027,,,,,,,,,,,,,1.7950169396015971,-0.056568597235376446,2.235
2015,199,WR,0,30,0.7362164256550878,0.5666666666666667,162.97533333333328,0.7355472821983013,0.6,166.15866666666662,0.643600770645367,0.5,157.57333333333332,0.5369290766302856,0.5333333333333333,161.87333333333336,,4.013919203965328,0.7224125294446153,4.351758793969849,,,,,,,,,,24.861439682136893,1.3608924367955442,28.71356783919598,15.20007840164727,0.770443332934641,17.386934673366834,207.45898390206773,5.20809872497055,232.5175879396985,228.0,0.0,0.0,236.12869332278427,228.0,,,,,,,,,,,,,,,,,,C,4.013919203965328,0.7224125294446153,38,3.7397893030679294,1.934995467426885,0.25805125905654486,,,,,,,,,,,,,1.808366207021793,-0.15317874617565141,1.9698492462311559
2016,202,WR,0,30,0.6876411526604482,0.5333333333333333,147.34333333333336,0.687723039732264,0.5333333333333333,147.34333333333333,0.5459416301573978,0.5666666666666667,150.02666666666667,0.4944151292238921,0.7,167.79,,4.540812880708745,-0.017534572054926416,5.01980198019802,,,,,,,,,,25.83390306045339,-1.5244909523685468,29.35148514851485,16.29605727303435,-1.227590799695437,18.50990099009901,220.34796845852708,-8.5277435657698,250.0049504950495,193.5,2.5,0.0,213.97976958499976,196.0,,,,,,,,,,,,,,,,,,C,4.540812880708745,-0.017534572054926416,35,3.032090717973972,-0.9808893859133747,0.43757077269108985,,,,,,,,,,,,,1.62259120336447,-0.029957087788188532,2.123762376237624
2017,214,WR,0,30,0.6829821209299878,0.5333333333333333,138.22333333333333,0.6818428815024526,0.5333333333333333,138.22333333333333,0.6126577171853311,0.5333333333333333,142.77466666666666,0.4728172396371664,0.5666666666666667,137.34133333333335,,4.210243872931701,0.3789838768888761,4.892523364485982,,,,,,,,,,24.533990118229923,2.45077885945046,27.64485981308411,15.001471522344252,1.7557463379712854,16.66822429906542,201.16462615768248,21.582571102633906,220.1822429906542,153.0,0.0,0.0,197.7456080759938,153.0,,,,,,,,,,,,,,,,,,C,4.210243872931701,0.3789838768888761,47,2.8896740189677215,0.08432942760676539,0.4201509163410321,,,,,,,,,,,,,1.55796272175848,0.2064143889768596,1.7009345794392523
2018,201,WR,46,30,0.7273924318724426,0.5666666666666667,184.63733333333332,0.7269707646017304,0.5666666666666667,184.63733333333332,0.5624931029814099,0.5333333333333333,175.76733333333334,0.4855320065146505,0.6333333333333333,181.95533333333336,0.6311081380111779,4.177915064707192,-0.12802547720863777,4.890547263681592,,,,,,,,,,22.995066204563177,-3.4451259381377835,27.756218905472636,15.149446589627107,-3.7529887877106973,17.587064676616915,198.31159453528156,-48.311516960472694,232.49253731343285,212.5,0.0,0.0,154.95881560515232,212.5,0.7333333333333333,178.05266666666665,0.6604582321435488,0.7666666666666667,180.74533333333332,0.6603348857559974,0.7666666666666667,180.74533333333332,0.5873930505879397,0.7,173.56066666666666,0.6152994683791683,0.7333333333333333,176.18866666666665,0.6311081380111779,0.7333333333333333,178.05266666666665,C,4.177915064707192,-0.12802547720863777,39,3.2540880760046074,-0.1926264205276025,0.6326458194740038,,,,,,,,,,,,,1.5735171408848718,-0.5207028137793229,1.8606965174129353
2019,201,WR,53,30,0.7210248173141756,0.6,154.87133333333333,0.7204257308913982,0.6,154.87133333333333,0.6224867951115829,0.6,164.85066666666668,0.4699505616920104,0.5333333333333333,145.28400000000002,0.5413339943921042,4.3281393562044235,0.3292476185829015,4.781094527363184,,,,,,,,,,26.539941599865678,0.16212113136441386,28.154228855721392,16.535308710740544,-0.3547209576296973,17.73134328358209,222.76323939781338,-14.29923494821015,234.75124378109453,219.5,0.0,0.0,178.58180739028967,219.5,0.7333333333333333,170.76866666666666,0.5570875665215287,0.7,170.96200000000002,0.5504757297210127,0.7,170.96200000000002,0.4656639475268808,0.6666666666666666,163.44466666666662,0.45050204552912304,0.7333333333333333,169.398,0.5413339943921042,0.7333333333333333,170.76866666666666,C,4.3281393562044235,0.3292476185829015,35,3.711054225436283,0.9092416756219106,0.41562143540162894,,,,,,,,,,,,,1.5616396776457289,-0.0771605782811632,1.800995024875622
2020,208,WR,57,30,0.7727740803337367,0.6,174.13333333333335,0.7726176850416945,0.6,174.13333333333333,0.568163289649289,0.5333333333333333,165.5546666666667,0.4539749042269589,0.5666666666666667,168.56133333333338,0.4064186879309588,4.025363774228059,0.17042913961168663,4.918269230769231,,,,,,,,,,22.86506491658614,-0.7320893224270273,28.451923076923077,15.640215318480735,-2.4163891611785107,18.014423076923077,190.81675448095834,-21.956843031432616,231.66826923076923,217.5,1.0,0.0,196.1297604644398,218.5,0.6666666666666666,177.774,0.4213119004407571,0.7,174.24066666666667,0.42299714804252014,0.7,174.24066666666664,0.21412364928083502,0.6666666666666666,171.874,0.41014678913033376,0.7333333333333333,176.51400000000007,0.4064186879309588,0.6666666666666666,177.774,C,4.025363774228059,0.17042913961168663,41,3.1205371546703344,0.7405598640662884,0.3176525972636734,,,,,,,,,,,,,1.687041697683791,-0.24067691951876774,1.8269230769230769
2021,217,WR,64,30,0.7075894853216554,0.6666666666666666,175.83466666666664,0.7075151199475812,0.6666666666666666,175.83466666666666,0.5860566231530691,0.5666666666666667,162.44333333333333,0.49151901042485496,0.6333333333333333,172.19133333333335,0.5226580656036864,4.259360733874946,-0.3113252580297269,5.009216589861751,,,,,,,,,,23.52424255304417,0.41100633681382764,27.4147465437788,15.697857983223608,0.06255142436586354,18.433179723502302,201.35656811907575,11.625129797966498,234.29032258064515,188.0,0.0,0.0,231.56317154005333,188.0,0.7,175.352,0.43510113442793874,0.6666666666666666,173.44133333333332,0.4330406712814766,0.6666666666666666,173.44133333333332,0.3123346906402041,0.6333333333333333,168.47666666666666,0.28867209370538155,0.7,172.19133333333335,0.5226580656036864,0.7,175.352,C,4.259360733874946,-0.3113252580297269,46,4.606580810553228,-1.6956029896437952,0.32111292589374374,,,,,,,,,,,,,1.581145797990247,0.08955200658764324,1.7880184331797235
2022,213,WR,43,30,0.7181539417347063,0.7333333333333333,185.69666666666666,0.7180995487792797,0.7333333333333333,185.69666666666663,0.5678010491630514,0.7333333333333333,190.642,0.46697010763092667,0.6333333333333333,178.0553333333333,0.49103131421716445,4.417047110039857,-0.0853074104657526,5.089201877934272,,,,,,,,,,23.371779845051833,0.563170014207863,28.31924882629108,15.158794939305174,0.009597552617385362,18.1924882629108,199.04771361551948,3.730229428874064,230.0,199.0,0.0,0.0,209.15070957345128,199.0,0.7666666666666667,185.2853333333333,0.7305470613429483,0.8333333333333334,190.84533333333331,0.7290368865391387,0.8333333333333334,190.84533333333331,0.5797409586929249,0.8333333333333334,192.03200000000004,0.5385806860229227,0.8,187.30200000000002,0.49103131421716445,0.7666666666666667,185.2853333333333,C,4.417047110039857,-0.0853074104657526,35,4.019902761423636,-0.7187114981097219,0.4127998109521217,,,,,,,,,,,,,1.4078638210365577,0.2383813147389909,1.7511737089201878
2023,206,WR,67,30,0.774093795684815,0.6333333333333333,188.902,0.7733000174353145,0.6333333333333333,188.902,0.6175143528303332,0.6333333333333333,185.1786666666667,0.5302542005998704,0.7333333333333333,198.838,0.580440115864124,4.279149841044446,-0.7855640375038389,5.092233009708738,,,,,,,,,,21.347707830534617,-2.111544169318225,24.606796116504853,14.22612977678062,-1.4742148563673307,16.325242718446603,182.71592801999435,-21.663931614495755,203.32038834951456,221.0,0.0,0.0,187.0024489448279,221.0,0.6,181.31066666666666,0.6068382037795413,0.7,188.11533333333333,0.6043639193763892,0.7,188.11533333333333,0.597234225811091,0.7,183.5886666666667,0.6899876639818693,0.8,202.40466666666666,0.580440115864124,0.6,181.31066666666666,C,4.279149841044446,-0.7855640375038389,42,3.865008022022421,-0.21288146302758726,0.30665563339645635,,,,,,,,,,,,,1.4931363732305025,-0.0420916924139675,1.7233009708737863
2024,210,WR,61,30,0.7943686092730403,0.6666666666666666,175.55266666666665,0.7943829664801916,0.6666666666666666,175.55266666666665,0.6278513562400171,0.5666666666666667,165.37933333333336,0.5114336769533842,0.5333333333333333,163.8793333333333,0.3735933939495747,4.020694843596794,0.014914294356043743,4.976190476190476,,,,,,,,,,21.05550374169732,1.1424351874896959,27.547619047619047,13.99475915932476,0.25666361586548847,17.457142857142856,178.98642760856407,6.864828559285477,228.84285714285716,179.0,0.0,0.0,203.58512821345758,179.0,0.6,167.2793333333333,0.47972606728236955,0.7,176.88599999999997,0.4798847155987282,0.7,176.886,0.2310105048256084,0.6,165.3793333333333,0.2519614866045354,0.5666666666666667,163.8793333333333,0.3735933939495747,0.6,167.2793333333333,C,4.020694843596794,0.014914294356043743,29,3.047664405246722,0.8086769024453775,0.21001528358180382,,,,,,,,,,,,,1.6267977094189372,-0.22281767011946008,1.957142857142857
